arg-id,x,y,probability,cluster-id
A185001345000001428_4,5.6078067,-0.089649625,1.0,27
A185001345000001429_0,5.904776,5.5470634,1.0,14
A185001345000001429_1,3.2243173,5.192396,0.9529904266671296,22
A185001345000001429_2,10.948993,1.8731611,1.0,6
A185001345000001429_3,5.8110614,-0.17000982,1.0,27
A185001345000001429_4,3.4184442,3.831768,1.0,3
A185001345000001430_0,6.691764,1.8669962,1.0,5
A185001345000001430_1,6.206177,4.3373704,0.971966489205092,7
A185001345000001431_0,6.502376,5.1346207,1.0,7
A185001345000001431_1,8.255155,5.2700515,1.0,8
A185001345000001431_2,8.31548,2.1728513,1.0,4
A185001345000001431_3,7.795715,1.9515685,1.0,2
A185001345000001432_0,8.348701,3.0859377,1.0,4
A185001345000001432_1,7.773928,2.4219315,1.0,4
A185001345000001433_0,6.9531493,3.3790374,1.0,29
A185001345000001433_1,9.819994,3.8689635,1.0,15
A185001345000001433_2,9.78448,3.9566529,1.0,1
A185001345000001433_3,2.3184206,4.3523607,1.0,12
A185001345000001434_0,7.748189,5.93666,1.0,0
A185001345000001434_1,9.87052,4.4347734,1.0,1
A185001345000001434_2,4.8877177,0.87662625,1.0,20
A185001345000001434_3,2.2449164,4.2627,1.0,12
A185001345000001434_4,7.5301995,6.7035646,1.0,0
A185001345000001434_5,7.6403923,1.2680547,1.0,2
A185001345000001435_0,9.518645,0.7679973,1.0,23
A185001345000001435_1,7.94845,5.52925,1.0,0
A185001345000001435_2,11.009017,1.8657624,1.0,6
A185001345000001435_3,3.5672677,5.3665853,1.0,22
A185001345000001435_4,6.026697,1.942261,1.0,5
A185001345000001436_0,7.918613,2.421075,1.0,4
A185001345000001437_0,6.2505546,-0.23789796,1.0,10
A185001345000001437_1,9.22427,0.46777362,1.0,23
A185001345000001437_2,4.220031,4.0710254,1.0,24
A185001345000001437_3,6.7723103,4.463695,1.0,7
A185001345000001437_4,10.198046,1.4551804,1.0,6
A185001345000001437_5,7.3623466,0.31427184,1.0,17
A185001345000001437_6,4.0450354,2.5963874,1.0,18
A185001345000001437_7,5.386169,0.68193156,1.0,20
A185001345000001438_0,7.7130775,2.3565395,1.0,4
A185001345000001438_1,7.947355,2.8822565,1.0,4
A185001345000001439_0,6.075085,4.932604,1.0,7
A185001345000001439_1,8.480603,1.8106294,1.0,4
A185001345000001440_0,8.820323,3.152303,1.0,4
A185001345000001440_1,8.570461,1.6531812,1.0,2
A185001345000001441_0,8.330231,3.1836371,1.0,4
A185001345000001442_0,10.863493,2.0762193,1.0,6
A185001345000001442_1,9.2823515,6.5413513,1.0,28
A185001345000001443_0,9.054566,4.3311744,1.0,1
A185001345000001443_1,4.7941403,0.5704634,1.0,20
A185001345000001443_2,7.9761662,6.3225946,1.0,0
A185001345000001443_3,8.844562,3.3892574,1.0,4
A185001345000001444_0,9.042205,4.4550395,1.0,1
A185001345000001444_1,7.4114623,-0.34104115,1.0,17
A185001345000001444_2,9.645209,0.1606821,1.0,23
A185001345000001444_3,6.426735,-0.49089083,1.0,10
A185001345000001445_0,6.981395,2.4346638,1.0,29
A185001345000001445_1,6.6446023,4.7974453,1.0,7
A185001345000001445_2,7.698613,5.8357725,1.0,0
A185001345000001445_3,8.262111,5.109375,1.0,8
A185001345000001445_4,7.2189183,5.6551604,1.0,0
A185001345000001445_5,7.5952935,-0.050523285,1.0,17
A185001345000001445_6,7.388165,3.570553,1.0,29
A185001345000001446_0,10.094252,2.5831254,1.0,15
A185001345000001447_0,6.5947213,4.8352747,1.0,7
A185001345000001447_1,9.386122,4.494137,1.0,1
A185001345000001447_2,10.464466,2.9128952,1.0,15
A185001345000001447_3,7.513145,5.8319025,1.0,0
A185001345000001447_4,9.713595,6.631143,1.0,28
A185001345000001447_5,10.400238,5.9939313,1.0,9
A185001345000001447_6,10.666865,6.0414667,1.0,9
A185001345000001447_7,6.925244,5.896557,1.0,0
A185001345000001447_8,5.3442307,5.866154,1.0,14
A185001345000001447_9,2.9701626,4.25971,1.0,22
A185001345000001448_0,7.9618816,3.9641318,1.0,8
A185001345000001448_1,9.794991,2.4881508,1.0,15
A185001345000001448_2,10.772472,2.219522,1.0,6
A185001345000001448_3,8.547888,4.5158257,1.0,8
A185001345000001448_4,6.6166863,4.998737,1.0,7
A185001345000001449_0,5.9799986,-0.18237248,1.0,27
A185001345000001449_1,6.395872,5.6741295,1.0,14
A185001345000001449_2,6.4581985,5.9240036,1.0,0
A185001345000001449_3,4.5059185,0.60689604,1.0,20
A185001345000001449_4,10.183158,6.344646,1.0,9
A185001345000001449_5,9.259664,1.5991765,1.0,4
A185001345000001449_6,6.9774942,5.5767403,1.0,0
A185001345000001449_7,3.5767014,4.0931625,1.0,3
A185001345000001449_8,7.0918584,5.909614,1.0,0
A185001345000001450_0,9.824769,4.176261,1.0,1
A185001345000001450_1,9.917704,5.127792,1.0,1
A185001345000001450_2,8.769551,5.7778516,1.0,28
A185001345000001450_3,10.08421,3.01164,1.0,15
A185001345000001451_0,9.971725,2.5000803,1.0,15
A185001345000001451_1,8.241164,4.8607316,1.0,8
A185001345000001451_2,6.3754826,-0.24352963,1.0,10
A185001345000001452_0,9.440958,4.1396036,1.0,1
A185001345000001452_1,3.1262739,5.038961,1.0,22
A185001345000001453_0,10.713219,2.4264245,1.0,6
A185001345000001453_1,6.2290683,2.3772717,1.0,5
A185001345000001453_2,2.3302991,4.384664,1.0,12
A185001345000001454_0,7.322021,2.09775,1.0,2
A185001345000001454_1,10.456223,2.0629125,1.0,6
A185001345000001454_2,11.174156,5.1119947,1.0,16
A185001345000001454_3,8.12099,3.7663872,1.0,8
A185001345000001454_4,9.515496,0.63727725,1.0,23
A185001345000001454_5,10.477437,1.206969,1.0,6
A185001345000001455_0,5.791377,-0.3306484,1.0,27
A185001345000001455_1,4.811352,3.1857588,1.0,24
A185001345000001456_0,9.63898,3.256653,1.0,15
A185001345000001456_1,4.72517,4.628539,1.0,13
A185001345000001456_2,9.245532,1.1790771,1.0,23
A185001345000001457_0,7.2037787,2.447779,1.0,2
A185001345000001458_0,7.5700064,5.4575195,1.0,0
A185001345000001458_1,7.5778604,-0.46317202,1.0,17
A185001345000001459_0,7.944432,2.2050447,1.0,4
A185001345000001460_0,3.6949463,3.4166477,1.0,3
A185001345000001461_0,7.1723614,1.6419322,1.0,2
A185001345000001462_0,10.327754,1.827906,1.0,6
A185001345000001463_0,9.669977,4.5375752,1.0,1
A185001345000001463_1,11.198769,4.842341,1.0,16
A185001345000001463_2,8.623202,6.0049167,1.0,28
A185001345000001463_3,9.049886,5.002638,1.0,1
A185001345000001464_0,9.128465,3.148192,1.0,4
A185001345000001464_1,8.111161,3.40901,1.0,4
A185001345000001464_2,9.7332325,2.4534616,1.0,15
A185001345000001464_3,9.782631,2.4974802,1.0,15
A185001345000001464_4,3.893597,2.8919168,1.0,3
A185001345000001464_5,9.132721,1.5352267,1.0,23
A185001345000001464_6,9.735896,2.7633502,1.0,15
A185001345000001464_7,8.973547,1.5368708,1.0,4
A185001345000001465_0,7.115637,5.511376,1.0,0
A185001345000001465_1,6.8515673,5.2659087,1.0,7
A185001345000001465_2,7.8050494,1.966246,1.0,2
A185001345000001466_0,8.514684,2.5519373,1.0,4
A185001345000001467_0,6.798498,3.7824812,1.0,29
A185001345000001468_0,10.5470085,5.9741597,1.0,9
A185001345000001468_1,11.485047,4.6695113,1.0,16
A185001345000001468_2,8.022795,6.059008,1.0,0
A185001345000001468_3,11.220999,5.052851,1.0,16
A185001345000001468_4,4.280414,1.5381721,1.0,18
A185001345000001469_0,6.135907,0.117978,1.0,10
A185001345000001469_1,10.450596,6.026794,1.0,9
A185001345000001469_2,6.8137145,4.846087,1.0,7
A185001345000001470_0,3.0667787,4.8471746,1.0,22
A185001345000001470_1,3.1369884,4.6350846,1.0,22
A185001345000001471_0,7.443397,3.3496208,1.0,29
A185001345000001471_1,6.2580204,2.0303154,1.0,5
A185001345000001472_0,9.5398035,0.8776887,1.0,23
A185001345000001472_1,10.425607,1.8974724,1.0,6
A185001345000001473_0,7.069087,1.8421736,1.0,2
A185001345000001473_1,5.699624,1.2231225,1.0,5
A185001345000001473_2,8.14112,1.1132612,1.0,2
A185001345000001473_3,8.061024,0.78222287,1.0,2
A185001345000001473_4,8.472976,0.31735957,1.0,23
A185001345000001473_5,7.0439587,2.5577066,1.0,29
A185001345000001475_0,5.089537,0.8916103,1.0,20
A185001345000001476_0,4.2312784,3.7084644,1.0,24
A185001345000001476_1,5.3664117,3.495471,0.9838563720720904,24
A185001345000001477_0,9.438679,1.0287544,1.0,23
A185001345000001477_1,8.808244,2.2614496,1.0,4
A185001345000001478_0,11.486396,4.6049495,1.0,16
A185001345000001478_1,10.936793,5.251974,1.0,16
A185001345000001478_2,10.627914,5.4128957,1.0,9
A185001345000001478_3,9.408978,2.9885998,1.0,15
A185001345000001478_4,4.3100023,5.140253,1.0,13
A185001345000001480_0,10.059892,3.4814863,1.0,15
A185001345000001480_1,10.788306,5.088824,1.0,16
A185001345000001480_2,4.3690815,0.120114654,1.0,20
A185001345000001481_0,9.64123,4.2746487,1.0,1
A185001345000001481_1,5.0786505,3.8036234,1.0,24
A185001345000001481_2,9.836855,3.6593802,1.0,15
A185001345000001482_0,7.8315697,3.8154383,1.0,8
A185001345000001482_1,7.825416,6.272634,1.0,0
A185001345000001482_2,8.383284,4.3909745,1.0,8
A185001345000001482_3,10.566341,1.3735762,1.0,6
A185001345000001482_4,9.0041685,0.5381659,1.0,23
A185001345000001482_5,3.3913367,5.115427,1.0,22
A185001345000001483_0,9.671703,4.814597,1.0,1
A185001345000001483_1,9.644851,0.7054195,1.0,23
A185001345000001484_0,7.9620624,4.988223,1.0,8
A185001345000001484_1,6.910827,6.2749767,1.0,0
A185001345000001484_2,3.6793919,3.7962587,1.0,3
A185001345000001485_0,6.0952606,0.0014173802,1.0,10
A185001345000001485_1,6.4867496,0.38430202,1.0,10
A185001345000001485_2,9.394425,5.1132708,1.0,1
A185001345000001485_3,4.0492153,3.8746216,1.0,24
A185001345000001485_4,8.539942,5.9681525,1.0,28
A185001345000001485_5,9.423565,0.80985636,1.0,23
A185001345000001485_6,5.0527725,2.4750133,0.7568991877384598,24
A185001345000001486_0,9.624257,1.5333328,1.0,23
A185001345000001486_1,4.161553,2.968661,1.0,3
A185001345000001486_2,10.195096,4.9262342,1.0,1
A185001345000001486_3,5.091744,0.6927291,1.0,20
A185001345000001486_4,4.999142,3.4950116,1.0,24
A185001345000001487_0,9.517803,4.8071394,1.0,1
A185001345000001487_1,11.094132,5.102339,1.0,16
A185001345000001487_2,8.168408,4.807508,1.0,8
A185001345000001487_3,7.012372,2.5541968,1.0,29
A185001345000001487_4,8.988805,3.4176328,1.0,4
A185001345000001488_0,6.780551,3.6448965,1.0,29
A185001345000001489_0,7.294209,1.6121979,1.0,2
A185001345000001490_0,8.458941,4.009564,1.0,8
A185001345000001490_1,9.5211525,0.84020007,1.0,23
A185001345000001490_2,7.11885,5.8003607,1.0,0
A185001345000001490_3,4.799069,2.095625,0.8824295712805478,18
A185001345000001490_4,4.330862,4.6217737,1.0,13
A185001345000001490_5,6.584361,5.0851283,1.0,7
A185001345000001492_0,6.5706377,5.144571,1.0,7
A185001345000001492_1,3.531235,3.9600177,1.0,3
A185001345000001492_2,7.3013854,5.115998,1.0,7
A185001345000001492_3,2.2366235,4.2673926,1.0,12
A185001345000001492_4,8.781875,3.4737062,1.0,4
A185001345000001492_5,2.2275264,4.304581,1.0,12
A185001345000001493_0,9.768593,0.22847739,0.9632725212150752,23
A185001345000001493_1,9.600459,0.16115782,1.0,23
A185001345000001493_2,9.640177,0.6223517,1.0,23
A185001345000001493_3,9.552782,1.2279531,1.0,23
A185001345000001493_4,9.726012,0.37405363,1.0,23
A185001345000001493_5,11.011341,3.1063142,0.9088194106165338,15
A185001345000001494_0,5.585712,-0.23255116,1.0,27
A185001345000001494_1,3.0197215,4.548456,1.0,22
A185001345000001494_2,5.220807,0.76114863,1.0,20
A185001345000001494_3,5.7945404,-0.34559008,1.0,27
A185001345000001495_0,8.3941555,2.532437,1.0,4
A185001345000001496_0,6.5076075,2.2512252,1.0,5
A185001345000001496_1,5.3649273,5.3387895,0.8714893782770542,14
A185001345000001496_2,5.64215,1.3075974,1.0,5
A185001345000001496_3,7.377945,2.8840573,1.0,29
A185001345000001496_4,7.355825,1.5257075,1.0,2
A185001345000001497_0,6.6446457,4.3228064,1.0,7
A185001345000001497_1,3.4962766,3.9145586,1.0,3
A185001345000001497_2,9.278184,3.5985575,1.0,15
A185001345000001497_3,5.089224,3.490932,1.0,24
A185001345000001497_4,7.6153646,3.3768961,1.0,29
A185001345000001497_5,10.29609,1.6320645,1.0,6
A185001345000001497_6,5.6271935,5.4785953,1.0,14
A185001345000001498_0,4.8805656,3.345934,1.0,24
A185001345000001498_1,6.9136047,2.6300476,1.0,29
A185001345000001498_2,9.810722,2.383234,1.0,4
A185001345000001498_3,3.7625148,2.7634966,1.0,3
A185001345000001499_0,8.138786,3.8941317,1.0,8
A185001345000001499_1,11.006669,5.0258846,1.0,16
A185001345000001499_2,9.903716,1.9319146,1.0,6
A185001345000001500_0,4.2974997,4.165165,1.0,24
A185001345000001500_1,8.820453,2.5825558,1.0,4
A185001345000001500_2,6.633046,4.3338184,1.0,7
A185001345000001500_3,8.03747,3.0661714,1.0,4
A185001345000001501_0,8.0072975,2.3126261,1.0,4
A185001345000001501_1,11.3347225,4.815104,1.0,16
A185001345000001502_0,7.8840585,3.6579285,1.0,8
A185001345000001502_1,9.2651415,4.9689703,1.0,1
A185001345000001502_2,5.6893997,-0.50986177,1.0,27
A185001345000001503_0,8.931603,5.435409,1.0,28
A185001345000001503_1,5.132032,4.0216093,1.0,24
A185001345000001503_2,5.4956074,5.8954864,1.0,14
A185001345000001503_3,5.7732224,1.2027245,1.0,5
A185001345000001503_4,9.705572,2.3866885,1.0,4
A185001345000001504_0,7.9568176,4.540808,1.0,8
A185001345000001504_1,5.109046,0.9018133,1.0,20
A185001345000001504_2,2.9320178,3.9588156,1.0,3
A185001345000001505_0,6.9694123,1.8544906,1.0,2
A185001345000001506_0,9.749619,3.3297622,1.0,15
A185001345000001506_1,9.077121,5.294656,1.0,1
A185001345000001506_2,10.158586,1.2451655,1.0,6
A185001345000001506_3,4.4261937,3.022229,1.0,24
A185001345000001507_0,7.310379,1.7180392,1.0,2
A185001345000001507_1,6.9492874,3.3384757,1.0,29
A185001345000001507_2,3.8458943,4.1069584,1.0,3
A185001345000001507_3,7.640749,4.10341,1.0,8
A185001345000001508_0,8.575701,2.4962454,1.0,4
A185001345000001508_1,8.239663,2.1935678,1.0,4
A185001345000001509_0,6.7854257,3.8799093,1.0,29
A185001345000001509_1,6.5798903,4.0217533,1.0,7
A185001345000001509_2,5.738067,2.8040173,0.0,5
A185001345000001509_3,9.673417,5.0893064,1.0,1
A185001345000001509_4,9.469926,6.6980176,1.0,28
A185001345000001510_0,4.980613,4.028963,1.0,24
A185001345000001510_1,11.329661,2.6858974,0.8283667072937503,26
A185001345000001511_0,7.314632,4.0562935,1.0,8
A185001345000001511_1,7.39669,5.781088,1.0,0
A185001345000001511_2,10.7926235,5.456906,1.0,9
A185001345000001511_3,4.640793,2.3316355,0.9598353717297092,18
A185001345000001511_4,8.503964,3.74371,1.0,8
A185001345000001513_0,9.529146,1.0477749,1.0,23
A185001345000001513_1,4.5467725,3.4484284,1.0,24
A185001345000001513_2,7.796864,4.5002875,1.0,8
A185001345000001513_3,7.289234,1.4473108,1.0,2
A185001345000001513_4,5.669382,0.39715537,1.0,5
A185001345000001514_0,7.3584394,3.9167628,1.0,8
A185001345000001514_1,3.3162632,3.1636593,1.0,3
A185001345000001515_0,12.401037,5.771658,1.0,19
A185001345000001516_0,9.939088,2.625114,1.0,15
A185001345000001516_1,6.0615883,2.0717366,1.0,5
A185001345000001517_0,7.419044,5.050055,1.0,7
A185001345000001517_1,3.7786555,4.106237,1.0,3
A185001345000001517_2,6.637937,4.8303075,1.0,7
A185001345000001517_3,4.0270996,4.046729,1.0,24
A185001345000001518_0,8.882366,5.0111976,1.0,1
A185001345000001518_1,8.400903,4.2315392,1.0,8
A185001345000001519_0,9.466048,1.2181829,1.0,23
A185001345000001519_1,9.851803,1.8612853,1.0,6
A185001345000001519_2,8.925426,1.5403758,1.0,4
A185001345000001519_3,8.445994,1.6571252,1.0,2
A185001345000001520_0,10.87702,3.5823228,1.0,15
A185001345000001520_1,6.452102,4.836618,1.0,7
A185001345000001521_0,7.5436006,2.6203315,1.0,4
A185001345000001523_0,8.0633,3.8612237,1.0,8
A185001345000001523_1,5.6844597,5.729643,1.0,14
A185001345000001523_2,5.714121,5.841861,1.0,14
A185001345000001524_0,7.678909,4.3988795,1.0,8
A185001345000001524_1,6.669938,4.797635,1.0,7
A185001345000001524_2,7.62671,4.2356114,1.0,8
A185001345000001524_3,8.959171,3.5191023,1.0,4
A185001345000001524_4,7.5456114,3.7990687,1.0,8
A185001345000001524_5,7.136321,5.5728526,1.0,0
A185001345000001524_6,7.53452,0.11239227,1.0,17
A185001345000001525_0,8.463797,2.5280633,1.0,4
A185001345000001526_0,8.671608,1.733665,1.0,4
A185001345000001526_1,6.2026963,1.824034,1.0,5
A185001345000001527_0,9.63178,3.4307187,1.0,15
A185001345000001527_1,10.246345,6.5620995,1.0,9
A185001345000001527_2,10.961145,6.200268,1.0,9
A185001345000001527_3,5.9844923,0.5672212,1.0,5
A185001345000001529_0,9.124212,3.3026385,1.0,4
A185001345000001529_1,7.893322,4.301448,1.0,8
A185001345000001529_2,4.855375,3.9855733,1.0,24
A185001345000001529_3,3.6589203,3.4223127,1.0,3
A185001345000001530_0,9.640613,4.970627,1.0,1
A185001345000001530_1,9.392955,4.9919267,1.0,1
A185001345000001530_2,6.9703345,3.1440566,1.0,29
A185001345000001530_3,9.2049675,4.156363,1.0,1
A185001345000001530_4,9.305446,4.2947693,1.0,1
A185001345000001531_0,8.093105,1.4315912,1.0,2
A185001345000001531_1,10.489918,1.0721138,0.99257247448826,6
A185001345000001531_2,9.611765,0.83369863,1.0,23
A185001345000001531_3,10.430318,1.0822136,0.9916421495973192,6
A185001345000001531_4,6.1971126,2.4017403,1.0,5
A185001345000001532_0,6.557668,3.735223,1.0,29
A185001345000001532_1,8.142612,5.827451,1.0,0
A185001345000001532_2,10.108,6.504269,1.0,9
A185001345000001532_3,8.760668,4.820376,1.0,1
A185001345000001533_0,6.847609,3.0883286,1.0,29
A185001345000001533_1,8.026076,6.027452,1.0,0
A185001345000001533_2,7.5422416,5.42082,1.0,0
A185001345000001533_3,7.1222277,6.4505615,1.0,0
A185001345000001534_0,9.682008,1.0466527,1.0,23
A185001345000001534_1,10.040539,3.2429798,1.0,15
A185001345000001534_2,4.0370955,3.1287003,1.0,3
A185001345000001534_3,9.031059,0.5206695,1.0,23
A185001345000001534_4,6.0397005,0.20302875,1.0,10
A185001345000001534_5,2.6265974,4.2213445,1.0,12
A185001345000001534_6,3.1397076,3.752015,1.0,3
A185001345000001535_0,10.203872,2.9279788,1.0,15
A185001345000001535_1,12.350754,5.7713547,1.0,19
A185001345000001536_0,7.640885,2.9338472,1.0,29
A185001345000001536_1,9.743047,5.453054,1.0,1
A185001345000001536_2,5.192417,0.7535537,1.0,20
A185001345000001536_3,3.2325215,3.2402916,1.0,3
A185001345000001537_0,7.2632475,3.7900443,1.0,29
A185001345000001537_1,5.0635023,1.0801349,1.0,20
A185001345000001537_2,6.377736,0.22316943,1.0,10
A185001345000001537_3,10.457929,6.589195,1.0,9
A185001345000001537_4,9.718719,5.171638,1.0,1
A185001345000001537_5,4.0243244,3.8535175,1.0,24
A185001345000001537_6,7.096014,5.512968,1.0,0
A185001345000001537_7,2.987714,4.616747,1.0,22
A185001345000001538_0,8.517581,1.553349,1.0,2
A185001345000001538_1,7.6599,3.4529912,1.0,29
A185001345000001538_2,7.7513285,4.5831184,1.0,8
A185001345000001538_3,10.332328,5.4423194,1.0,1
A185001345000001539_0,9.257919,5.8904715,1.0,28
A185001345000001539_1,6.7053857,2.385144,1.0,5
A185001345000001539_2,5.921768,5.6786356,1.0,14
A185001345000001539_3,8.4206915,0.891209,1.0,2
A185001345000001540_0,10.430074,3.4882998,1.0,15
A185001345000001541_0,6.371724,4.878535,1.0,7
A185001345000001541_1,6.732423,5.879604,1.0,0
A185001345000001541_2,7.8448687,6.24385,1.0,0
A185001345000001541_3,7.7582283,6.204629,1.0,0
A185001345000001541_4,8.083198,6.031965,1.0,0
A185001345000001541_5,6.4066396,4.959441,1.0,7
A185001345000001541_6,4.765486,-0.078484215,0.7765640571410641,20
A185001345000001542_0,8.13979,3.138443,1.0,4
A185001345000001542_1,9.542302,0.3798889,1.0,23
A185001345000001542_2,6.1269555,-0.1546035,1.0,10
A185001345000001543_0,4.321887,1.573721,1.0,18
A185001345000001543_1,7.7012844,2.597627,1.0,4
A185001345000001544_0,7.6169825,-0.041626718,1.0,17
A185001345000001544_1,7.4243293,0.3979472,1.0,17
A185001345000001545_0,11.287637,2.679113,0.8967488927643712,26
A185001345000001545_1,6.604176,4.9860606,1.0,7
A185001345000001545_2,8.0740595,4.1703997,1.0,8
A185001345000001545_3,4.403782,3.4667957,1.0,24
A185001345000001545_4,4.476047,4.987484,1.0,13
A185001345000001545_5,5.3255835,1.0241171,1.0,5
A185001345000001545_6,3.1178944,3.6962802,1.0,3
A185001345000001546_0,9.716853,2.428122,1.0,4
A185001345000001546_1,9.747667,2.341841,1.0,4
A185001345000001546_2,10.275367,1.8652278,1.0,6
A185001345000001546_3,9.369529,0.15231515,1.0,23
A185001345000001547_0,4.589846,2.8639338,1.0,24
A185001345000001548_0,9.743685,4.920146,1.0,1
A185001345000001548_1,9.023097,3.8389916,1.0,1
A185001345000001548_2,4.4575005,0.37775996,1.0,20
A185001345000001548_3,3.5356264,4.9019704,0.9386602697159716,22
A185001345000001548_4,3.123071,4.6603928,1.0,22
A185001345000001549_0,4.7562847,3.4429119,1.0,24
A185001345000001549_1,5.8148494,0.45098147,1.0,5
A185001345000001550_0,5.5197115,3.959347,0.8875979215584685,24
A185001345000001550_1,9.807938,2.7508578,1.0,15
A185001345000001550_2,3.6738026,4.0987334,1.0,3
A185001345000001550_3,3.0419521,3.4003646,1.0,3
A185001345000001550_4,6.035018,2.7936003,0.0,5
A185001345000001551_0,6.584472,4.9167624,1.0,7
A185001345000001551_1,6.6161323,4.9865274,1.0,7
A185001345000001551_2,3.6337593,4.0210476,1.0,3
A185001345000001552_0,5.9363894,2.1415207,0.945633696421734,5
A185001345000001552_1,7.652474,2.701746,1.0,4
A185001345000001552_2,7.5255036,2.5596075,1.0,4
A185001345000001553_0,9.508574,6.6641088,1.0,28
A185001345000001553_1,7.9292536,3.2394893,1.0,4
A185001345000001553_2,8.270029,2.4467921,1.0,4
A185001345000001554_0,10.391182,3.1419592,1.0,15
A185001345000001554_1,3.6962116,2.8836515,1.0,3
A185001345000001555_0,6.2597837,4.385614,1.0,7
A185001345000001555_1,9.76951,3.1319425,1.0,15
A185001345000001555_2,3.3462698,3.5332615,1.0,3
A185001345000001556_0,9.43819,2.1896262,1.0,4
A185001345000001557_0,8.853636,5.5549693,1.0,28
A185001345000001557_1,10.354379,2.8029249,1.0,15
A185001345000001557_2,10.007131,6.2445107,1.0,9
A185001345000001557_3,10.080369,1.3396927,1.0,6
A185001345000001558_0,7.259536,5.6928434,1.0,0
A185001345000001558_1,7.1832037,5.9746222,1.0,0
A185001345000001558_2,10.518926,1.5728335,1.0,6
A185001345000001558_3,9.169745,5.974169,1.0,28
A185001345000001558_4,5.2709255,0.6908186,1.0,20
A185001345000001559_0,8.7312565,4.442753,1.0,8
A185001345000001559_1,9.236705,4.6174827,1.0,1
A185001345000001559_2,6.3410063,2.4894128,1.0,5
A185001345000001559_3,8.620805,3.5585048,1.0,8
A185001345000001559_4,4.0211773,5.257252,1.0,13
A185001345000001561_0,5.9304967,-0.22428492,1.0,27
A185001345000001561_1,9.994012,4.5396776,1.0,1
A185001345000001561_2,9.540041,4.1426644,1.0,1
A185001345000001561_3,9.245351,6.4926696,1.0,28
A185001345000001561_4,10.8185835,6.435179,1.0,9
A185001345000001561_5,8.283731,4.733503,1.0,8
A185001345000001561_6,11.371451,4.7452626,1.0,16
A185001345000001561_7,7.9882154,6.3293834,1.0,0
A185001345000001561_8,8.103335,5.152863,1.0,8
A185001345000001561_9,8.992473,6.4276,1.0,28
A185001345000001561_10,6.4928,2.5023043,1.0,5
A185001345000001561_11,4.246333,1.4296361,1.0,18
A185001345000001562_0,10.225755,5.479183,0.9422171694082788,1
A185001345000001562_1,11.100222,5.6469774,0.9684066131402858,9
A185001345000001563_0,6.5291085,3.665774,1.0,29
A185001345000001563_1,4.8502793,4.191908,1.0,24
A185001345000001563_2,4.9095974,3.3810694,1.0,24
A185001345000001563_3,8.163722,3.995232,1.0,8
A185001345000001563_4,4.5914493,2.6031253,1.0,18
A185001345000001564_0,5.673217,0.0160619,1.0,27
A185001345000001564_1,5.1138625,1.4531022,0.96013479424917,18
A185001345000001565_0,6.4885545,2.4505923,1.0,5
A185001345000001566_0,8.7444515,3.3359253,1.0,4
A185001345000001566_1,8.425153,2.5645108,1.0,4
A185001345000001566_2,7.6056647,0.17810728,101.0,17
A185001345000001566_3,3.6110132,3.363876,1.0,3
A185001345000001567_0,2.3526657,4.1541867,1.0,12
A185001345000001567_1,7.9884987,5.025635,1.0,8
A185001345000001567_2,3.9165883,4.3604493,1.0,13
A185001345000001568_0,8.191957,2.5340178,1.0,4
A185001345000001569_0,7.051723,3.170522,1.0,29
A185001345000001569_1,9.167354,4.034786,1.0,1
A185001345000001569_2,10.888218,5.391263,1.0,16
A185001345000001569_3,8.316075,4.6695256,1.0,8
A185001345000001569_4,7.069612,3.833301,1.0,29
A185001345000001569_5,6.7722635,5.4290404,1.0,7
A185001345000001569_6,8.915496,2.8606806,1.0,4
A185001345000001571_0,10.907514,3.5648632,1.0,15
A185001345000001571_1,9.307808,4.1208425,1.0,1
A185001345000001572_0,8.60678,1.7788825,1.0,4
A185001345000001573_0,6.487257,4.252486,1.0,7
A185001345000001574_0,9.167049,4.152002,1.0,1
A185001345000001574_1,6.721865,3.8000486,1.0,29
A185001345000001574_2,3.1077197,4.799174,1.0,22
A185001345000001575_0,11.103101,3.4505236,1.0,15
A185001345000001575_1,8.560149,4.9535594,1.0,8
A185001345000001575_2,6.461873,4.4478865,1.0,7
A185001345000001575_3,7.6486306,-0.508169,0.9286308680503992,17
A185001345000001576_0,9.858546,2.592604,1.0,15
A185001345000001576_1,7.67149,3.7244952,1.0,8
A185001345000001576_2,9.32762,1.772687,1.0,4
A185001345000001576_3,9.272035,1.3472081,1.0,23
A185001345000001576_4,9.424314,0.975237,1.0,23
A185001345000001576_5,3.7856064,2.8436923,1.0,3
A185001345000001577_0,9.620952,5.144135,1.0,1
A185001345000001577_1,8.135347,5.9314556,1.0,0
A185001345000001577_2,5.296866,0.71394664,1.0,20
A185001345000001578_0,8.87924,4.607895,1.0,1
A185001345000001578_1,10.02145,2.879845,1.0,15
A185001345000001578_2,9.237013,4.1490073,1.0,1
A185001345000001579_0,7.631354,4.7732673,1.0,8
A185001345000001579_1,4.6155066,3.3542726,1.0,24
A185001345000001579_2,8.945362,2.6572902,1.0,4
A185001345000001579_3,6.3269978,5.223575,1.0,7
A185001345000001579_4,6.6941385,1.8931662,1.0,5
A185001345000001580_0,9.197207,4.16975,1.0,1
A185001345000001580_1,10.862932,5.0032325,1.0,16
A185001345000001581_0,8.519768,0.5606776,1.0,23
A185001345000001581_1,8.50604,0.5170378,1.0,23
A185001345000001581_2,8.461447,0.8426983,1.0,2
A185001345000001582_0,8.869631,2.8460226,1.0,4
